words;count;idf;tf
gundam;1;1;1
gunditjmara;1;1;0
gundlach;1;1;1
gunfighters;1;1;1
gunfire;3;3;1
gunkan;1;1;0
gunn;5;5;2
gunnerales;2;2;1
gunnison;1;1;1
gunong;1;1;0
gunpowder;1;1;0
guns;4;4;3
gunsalam;2;2;0
gunshot;2;2;1
gunter;2;2;0
gunther;3;3;2
gunung;2;2;1
guo;6;6;4
guppies;1;1;0
gupta;12;12;3
gurcharan;2;2;1
gurdaspur;1;1;0
gurkhas;1;1;0
gurlekian;1;1;0
gurnemanz;1;1;0
gurneyi;1;1;0
gurses;1;1;0
guru;4;4;2
gurukulas;1;1;0
gurwin;1;1;1
gus;2;2;1
gusenbauer;1;1;1
gusev;1;1;0
gush;1;1;0
gusher;1;1;1
gusmao;1;1;0
gust;2;2;0
gustaaf;1;1;1
gustaf;1;1;1
gustafson;1;1;1
gustafsson;1;1;1
gustatory;2;2;2
gustav;14;14;4
gustave;7;7;1
gustavo;3;3;0
gustavsson;1;1;1
gustavus;1;1;1
gustin;1;1;1
gusts;4;4;2
gut;19;19;9
gutenberg;6;6;1
gutes;1;1;0
guthrie;5;5;2
gutnish;1;1;1
guts;3;3;1
gutted;4;4;3
guttenburg;1;1;1
guttural;1;1;0
guy;20;20;5
guyana;4;4;2
"guyana
";1;1;0
guyane;1;1;0
guys;1;1;1
guyton;5;5;3
gva;1;1;1
gw;2;2;2
gwadar;1;1;1
gwalarn;1;1;0
gwalior;1;1;0
gwarancjach;1;1;1
gwen;2;2;1
gwened;1;1;0
gwenn;1;1;0
gwerz;1;1;0
gwyn;1;1;0
gwynedd;2;2;1
gwyneth;1;1;1
gwythr;1;1;0
gya;25;25;10
gyan;1;1;0
gyanesh;1;1;0
gyapay;1;1;0
gydradd;1;1;1
gylfe;1;1;1
gyllyngvase;1;1;1
gymnadenia;1;1;0
gymnaestrada;2;2;2
gymnasia;1;1;1
gymnasium;5;5;4
gymnasiums;1;1;1
gymnast;1;1;0
gymnomycota;1;1;0
gymnopholus;1;1;0
gymnosperm;5;5;1
gymnospermae;1;1;0
gymnosperms;10;10;4
gymnosporangium;1;1;0
gyms;1;1;1
gynoecium;1;1;0
gynostemium;1;1;0
gypsum;5;5;1
gypsy;3;3;2
gyr;7;7;2
gyres;1;1;0
gyri;1;1;0
gyrodactylus;1;1;1
gyromitra;2;2;1
gyroscopes;1;1;1
gyroscopic;1;1;1
gyrus;2;2;1
gyula;1;1;0
gyung;1;1;0
gzhelian;1;1;0
h;126;126;51
ha;7;7;3
haagweg;1;1;0
haakon;1;1;0
haan;1;1;0
haapasalo;1;1;0
haaramo;1;1;1
haarmann;1;1;0
haas;5;5;2
habashi;1;1;1
habe;1;1;1
habeas;1;1;0
habeeb;1;1;1
haben;1;1;0
habenular;1;1;0
haber;2;2;1
habere;1;1;0
haberlandt;1;1;0
habets;1;1;1
habib;1;1;1
habilis;3;3;1
habis;1;1;0
habit;9;9;4
habita;1;1;0
habitability;6;6;3
habitable;18;18;8
habitantes;1;1;0
habitants;4;4;1
habitat;38;38;14
habitation;10;10;2
habitations;1;1;0
habitats;25;25;9
habithidden;1;1;1
habits;13;13;5
habitual;2;2;1
habituales;1;1;1
habitually;1;1;1
hablados;1;1;0
haboob;1;1;0
habsburg;9;9;5
habsburgs;3;3;1
hac;1;1;0
haccp;1;1;1
hace;1;1;0
hacettepe;2;2;1
hach;1;1;0
hachmeister;1;1;0
hacia;2;2;0
hacienda;1;1;0
haciendas;1;1;1
hackensack;1;1;0
hacker;3;3;1
hackers;1;1;0
hackesche;1;1;1
hackescher;1;1;1
hackett;1;1;0
hackford;1;1;1
hackle;1;1;0
hackles;1;1;0
hacksaw;1;1;0
hacrobia;1;1;1
hactenus;1;1;0
hadamard;1;1;1
hadar;1;1;0
hadbaa;1;1;0
haddad;1;1;0
haddadi;1;1;1
haddelsey;1;1;1
haddock;1;1;1
haddon;1;1;0
hadean;10;10;2
hadeangeological;1;1;0
haden;1;1;1
hades;2;2;0
hadfield;1;1;1
hadjimarkos;1;1;0
hadley;5;5;3
hadrian;2;2;1
hadron;3;3;0
hadronic;1;1;0
hadrosaurs;2;2;2
hadrurus;1;1;0
hadwin;1;1;0
haeckel;9;9;5
haedo;1;1;0
haegeman;1;1;0
haein;1;1;1
haem;1;1;1
haemantheae;1;1;0
haematocephala;1;1;0
haematologica;1;1;0
haematology;2;2;1
haemocyanin;1;1;0
haemoglobin;3;3;0
haemolymph;3;3;1
haemophilus;1;1;0
haemostasis;1;1;0
haemotolymphoid;1;1;0
haereses;1;1;0
hafal;1;1;1
hafeez;2;2;2
haffner;1;1;1
haffter;1;1;1
hafnia;1;1;0
hafnium;2;2;2
haften;1;1;0
haftung;1;1;0
hag;2;2;2
hagadorn;1;1;0
hagai;1;1;0
hage;1;1;0
hagedorn;1;1;0
hagen;1;1;1
hagfish;2;2;0
hagfishes;1;1;0
haghia;1;1;0
hagia;1;1;0
hagiographical;1;1;0
hagiwara;1;1;1
hagnau;1;1;0
hague;4;4;2
hahn;3;3;2
hahnenkamm;1;1;0
hahnke;1;1;1
hai;2;2;0
haider;2;2;2
haikouella;1;1;0
haikouichthys;1;1;0
hail;3;3;1
hailed;5;5;3
hailey;1;1;0
hailing;1;1;0
hails;3;3;1
haim;1;1;0
hair;23;23;10
haircare;1;1;1
hairiness;1;1;0
hairs;13;13;2
hairston;1;1;0
hairy;5;5;2
haisman;1;1;1
haiti;3;3;1
"haiti
";1;1;1
haitian;3;3;1
haitians;2;2;1
haitilanguages;1;1;1
haiyan;1;1;1
haj;1;1;0
hajee;1;1;1
haji;2;2;1
hajj;1;1;0
hajji;1;1;0
hajvery;1;1;0
hajweri;1;1;1
hak;1;1;1
hakehilos;1;1;0
hakim;2;2;0
hakimeh;1;1;0
hakka;2;2;0
hakluyt;1;1;1
hakuto;1;1;0
hal;6;6;4
halal;1;1;0
halawany;1;1;0
halbert;2;2;1
halbinsel;1;1;1
halbrook;1;1;0
halbsprache;1;1;1
haldan;1;1;0
hale;2;2;0
halepensis;1;1;0
hales;1;1;0
half;184;184;69
halford;1;1;1
halfs;1;1;0
halfway;6;6;2
halibut;1;1;0
halicarnassus;3;3;2
halide;4;4;3
halides;10;10;5
halie;1;1;1
halifax;2;2;1
halite;2;2;2
halitum;1;1;0
halkhata;1;1;1
halkirk;1;1;1
halkrig;1;1;1
hall;53;53;24
hallam;1;1;0
halle;3;3;2
halles;1;1;0
halley;4;4;1
halliday;2;2;2
hallier;2;2;1
hallmark;4;4;4
hallmarks;2;2;0
hallo;1;1;0
hallock;1;1;0
halloween;1;1;0
hallows;1;1;1
halloysite;1;1;1
halls;6;6;2
hallschmid;1;1;1
hallstatt;4;4;1
hallucigenia;1;1;0
hallucination;1;1;1
hallucinations;3;3;2
hallucinogenic;4;4;2
hallucinogens;1;1;0
halmer;1;1;0
halo;9;9;5
haloadaptations;1;1;0
haloarchaea;1;1;0
halobacterium;2;2;1
halogen;2;2;0
halogenated;2;2;0
halogens;6;6;3
halomonas;1;1;1
halonen;1;1;1
halons;1;1;1
haloperidol;2;2;1
halophiles;1;1;0
halophilic;2;2;0
haloquadratum;2;2;1
halorhodopsin;1;1;0
halorubrum;1;1;0
halos;1;1;1
halothiobacillus;1;1;0
halotolerant;2;2;0
halpern;2;2;1
halsall;1;1;0
halsey;2;2;1
halstead;1;1;1
halt;3;3;1
halted;6;6;1
halting;2;2;2
halts;1;1;1
halva;2;2;1
halve;1;1;1
halved;3;3;1
halverson;1;1;1
halves;7;7;4
halving;2;2;1
halvorson;1;1;1
halwa;1;1;1
halyard;1;1;1
halyards;1;1;1
ham;1;1;1
hamadani;1;1;1
hamadeh;1;1;0
hamakhtesh;2;2;1
hamamelidae;1;1;0
hamann;1;1;0
hamari;1;1;1
hamas;1;1;0
hamatum;1;1;0
hamayun;1;1;1
hambach;1;1;0
hamburg;6;6;1
hamburger;1;1;1
hamburgrivers;1;1;0
hamdard;1;1;1
hame;1;1;1
hamed;1;1;0
hameed;1;1;1
hamel;2;2;1
hamersley;1;1;1
hamid;2;2;0
hamilcar;1;1;1
hamill;1;1;1
hamilton;13;13;5
hamiltonian;4;4;3
hamirpur;1;1;0
hamish;3;3;2
hamlet;3;3;1
hamlets;1;1;1
hamm;1;1;0
hammacher;1;1;1
hammer;8;8;4
hammered;1;1;0
hammers;1;1;0
hammond;3;3;0
hampel;1;1;0
hampered;9;9;4
hampering;1;1;1
hampers;1;1;0
hampshire;8;8;3
hampton;2;2;1
hams;1;1;1
hamster;1;1;0
hamza;1;1;1
han;12;12;5
hana;2;2;1
hanada;1;1;1
hanage;1;1;0
hanani;1;1;1
hanaya;1;1;0
hancock;3;3;2
hand;59;59;19
handbags;1;1;1
handbill;1;1;1
handbook;91;91;34
handbooks;5;5;2
handbuch;9;9;4
handed;14;14;8
handelsman;1;1;0
handelsvennootschap;1;1;0
handful;18;18;9
handfuls;1;1;0
handheld;2;2;1
handicap;1;1;0
handicraft;1;1;0
handicrafts;1;1;0
handke;1;1;1
handkerchiefs;1;1;1
handle;23;23;9
handled;17;17;8
handleiding;1;1;0
handles;6;6;4
handlin;1;1;0
handline;1;1;1
handling;19;19;8
handlingar;1;1;0
handloom;1;1;1
handlowi;1;1;1
handout;1;1;1
handrails;1;1;0
hands;37;37;15
handscroll;1;1;1
handshake;1;1;0
handshapes;1;1;1
handsome;1;1;0
handwerk;1;1;0
handwriting;3;3;1
handwritten;3;3;1
handy;7;7;3
hanekamp;1;1;1
haneke;1;1;1
hanford;2;2;0
hang;6;6;3
hanged;2;2;1
hanging;12;12;8
hangings;1;1;1
hangman;1;1;1
hangover;1;1;1
hangs;2;2;1
hangul;3;3;1
hangzhou;1;1;0
"hangzhou
";1;1;0
hanhart;1;1;1
hani;1;1;0
hanif;1;1;1
hank;1;1;0
hankeln;1;1;0
hanley;2;2;2
hanlin;1;1;0
hanlon;1;1;0
hanna;1;1;0
hannah;3;3;3
hanner;1;1;1
hannerz;1;1;1
hannia;1;1;0
hannibal;2;2;1
hanno;1;1;0
hannu;1;1;1
hanover;1;1;1
hans;29;29;14
hansard;1;1;1
hanseatic;10;10;3
hansen;3;3;3
hanshaw;1;1;1
hanslin;1;1;0
hanslmeier;1;1;1
hansman;1;1;0
hanson;1;1;0
hansos;1;1;1
hanspeter;1;1;0
hanstholm;1;1;0
hanuman;1;1;1
hanxleden;1;1;0
hao;1;1;0
haosheng;1;1;1
hapalopilus;1;1;0
haphazard;2;2;0
haphazardly;1;1;0
haplogranitic;1;1;1
haplogroup;2;2;0
haplogroups;1;1;0
haplogynae;1;1;0
haploid;12;12;4
haploids;1;1;0
haplology;1;1;1
haplomitriopsida;1;1;0
haplorhine;1;1;1
haplotype;1;1;0
happel;1;1;0
happen;28;28;12
happened;31;31;12
happening;10;10;3
happens;27;27;11
happent;1;1;1
happier;1;1;0
happiest;1;1;1
happiness;5;5;3
happy;13;13;7
haptocorrin;1;1;1
haptonema;1;1;1
haptophyta;1;1;1
haptophytes;1;1;1
haq;1;1;0
har;1;1;1
hara;2;2;1
harald;10;10;4
haramiyida;1;1;1
haran;3;3;2
harana;1;1;1
harappa;1;1;1
harappan;1;1;0
harass;1;1;0
harassing;1;1;1
harb;2;2;1
harbhajan;2;2;0
harbinger;1;1;1
harbor;27;27;9
harbored;1;1;1
harbors;4;4;3
harbour;14;14;4
harbouring;1;1;1
harbours;4;4;2
harcourt;8;8;1
hard;74;74;25
hardback;1;1;0
hardboiled;1;1;0
hardcore;2;2;1
hardcover;1;1;0
hardeep;1;1;0
harden;2;2;1
hardened;10;10;3
hardening;6;6;4
hardens;3;3;2
harder;12;12;5
hardest;2;2;1
hardesty;1;1;0
hardground;1;1;0
hardgrounds;3;3;1
hardiest;1;1;0
hardin;2;2;1
hardiness;7;7;2
harding;1;1;1
hardly;15;15;5
hardman;1;1;1
hardness;14;14;9
hardouin;1;1;0
hardpans;1;1;0
hardship;2;2;1
hardships;2;2;2
hardt;2;2;1
hardware;7;7;3
hardwood;4;4;1
hardwoods;1;1;0
hardy;10;10;2
hare;2;2;0
hares;2;2;1
hargittai;1;1;1
hargreaves;1;1;0
hari;3;3;1
haribon;1;1;1
haricot;1;1;1
haringvliet;1;1;0
haripunchai;1;1;0
haripur;1;1;1
harit;1;1;0
harjavalta;1;1;0
harking;1;1;1
harkness;1;1;1
harks;1;1;1
harlan;4;4;2
harland;3;3;2
harlandii;1;1;0
harlem;1;1;0
harlequin;1;1;1
harlots;1;1;1
harm;17;17;5
harman;1;1;0
harmed;2;2;2
harmer;1;1;0
harmful;30;30;18
harming;3;3;1
harmless;8;8;5
harmlessly;1;1;1
harmonae;1;1;0
harmonia;1;1;1
harmonic;9;9;4
harmonics;1;1;0
harmonies;1;1;1
harmonious;1;1;1
harmonising;1;1;0
harmonization;1;1;0
harmonize;3;3;0
harmonizeall;1;1;0
harmonizearticles;1;1;0
harmonized;2;2;0
harmonizing;1;1;1
harmony;12;12;4
harms;3;3;2
harmut;1;1;0
harness;3;3;0
harnessed;4;4;2
harnesses;1;1;0
harnessing;2;2;1
harnish;1;1;0
haro;1;1;1
harold;44;44;21
harp;1;1;0
harper;29;29;9
harpercollins;6;6;2
harperperennial;1;1;0
harps;1;1;1
harpsichord;1;1;0
harrap;1;1;0
harrell;1;1;1
harri;3;3;1
harriet;5;5;2
harrigan;1;1;0
harrington;1;1;0
harriot;1;1;1
harris;19;19;5
harrison;12;12;7
harrisons;1;1;1
harrow;1;1;1
harrowing;2;2;0
harrowsmith;1;1;0
harry;28;28;12
harsco;1;1;0
harsh;24;24;9
harsha;2;2;1
harsher;2;2;0
harshey;1;1;0
harshly;2;2;0
harshness;3;3;1
hart;7;7;3
hartebeest;1;1;0
harten;1;1;0
hartig;1;1;0
hartl;1;1;1
hartland;1;1;1
hartle;1;1;0
hartlepool;1;1;0
hartley;1;1;0
hartman;3;3;1
hartmann;3;3;1
hartmeyer;1;1;0
hartmut;4;4;0
hartnell;2;2;1
hartsfield;1;1;1
hartwell;2;2;2
haruspices;1;1;1
harvard;71;71;30
harvest;20;20;7
harvested;25;25;6
harvester;3;3;0
harvesters;1;1;0
harvesting;20;20;8
harvestman;1;1;0
harvestmen;3;3;0
harvests;4;4;1
harvey;12;12;1
harveyi;1;1;1
harvill;1;1;1
harwood;1;1;1
haryana;4;4;0
haryanavi;1;1;0
hasan;3;3;2
hasanuddin;1;1;0
hasbro;1;1;1
hasebe;1;1;1
hasegawa;2;2;1
haselen;1;1;0
hash;1;1;0
hashanah;1;1;0
hashem;1;1;1
hashemite;4;4;2
hashemites;1;1;0
hashi;1;1;0
hashimi;1;1;0
hashimoto;2;2;1
hashmi;1;1;1
hashr;1;1;1
haskell;1;1;1
haslam;2;2;2
haspelmath;1;1;1
hass;1;1;0
hassan;2;2;1
hassanin;1;1;0
hasselbaink;1;1;0
hasselblad;1;1;1
hassell;1;1;0
hasselt;1;1;1
hassium;2;2;1
hassler;1;1;1
hasta;1;1;0
haste;3;3;1
hasten;3;3;0
hastened;1;1;0
hastening;1;1;1
hastens;2;2;0
hastily;1;1;0
hastings;2;2;0
haston;1;1;1
hastorf;1;1;0
hasty;1;1;0
hasyim;1;1;0
hat;9;9;4
hatalom;1;1;1
hatch;7;7;4
hatched;4;4;0
hatcheries;1;1;0
hatches;1;1;1
hatchlings;1;1;0
hate;3;3;1
hated;2;2;0
hateful;1;1;0
hatfield;1;1;0
hath;2;2;1
hatheway;1;1;0
hathor;1;1;0
hatke;1;1;1
hatnotes;1;1;0
hato;1;1;1
hatred;1;1;0
hatsuda;1;1;0
hatte;2;2;1
hatten;1;1;0
hatteras;1;1;1
hattori;5;5;2
hau;1;1;1
haub;1;1;0
haude;1;1;1
haudio;23;23;9
haug;1;1;0
hauge;1;1;0
haugen;1;1;1
haughney;1;1;0
haul;2;2;2
haulier;1;1;1
haumann;1;1;1
haumea;1;1;0
haunted;1;1;1
haunting;2;2;2
hauptbahnhof;1;1;1
hauptschule;1;1;1
hauptstadt;1;1;1
hauptstadtregion;1;1;1
hauptstelle;1;1;0
hauptwohnung;1;1;1
haus;4;4;2
hauschildt;1;1;1
hausdorff;1;1;1
hause;2;2;1
hauser;2;2;1
hausermann;1;1;0
haush;1;1;0
hausreste;1;1;1
haustoria;6;6;3
haustorial;3;3;1
haustorium;3;3;1
haut;1;1;0
haute;7;7;1
hautes;1;1;0
hauteville;1;1;1
haval;1;1;1
havanensis;1;1;0
havasu;2;2;2
havel;2;2;1
havelberg;1;1;0
haveli;2;2;2
haven;10;10;4
haverford;1;1;0
haves;1;1;0
haviland;1;1;1
having;227;227;90
havoc;3;3;2
hawaii;22;22;9
hawaiian;16;16;7
hawaiians;1;1;0
hawick;1;1;1
hawk;2;2;1
hawken;1;1;0
hawker;2;2;1
hawkesworth;1;1;0
hawking;3;3;1
hawkins;1;1;0
hawksworth;2;2;1
hawley;1;1;1
haworth;6;6;0
hawthorn;3;3;0
hawthorne;1;1;0
hay;10;10;4
hayaa;1;1;0
hayabusa;2;2;1
hayao;1;1;1
hayashi;3;3;1
hayashizaki;1;1;0
hayat;3;3;2
hayatabad;1;1;1
hayden;5;5;4
haydn;1;1;0
hayes;5;5;2
hayle;1;1;1
hayles;1;1;1
hayley;1;1;1
haymaking;1;1;0
haynes;1;1;0
haytham;1;1;0
haytor;1;1;1
hayvan;1;1;1
hayward;2;2;1
hazan;1;1;0
hazara;1;1;0
hazaras;1;1;1
hazard;18;18;6
hazardous;11;11;6
hazards;27;27;14
hazardsroad;1;1;0
haze;4;4;4
hazelnut;1;1;0
hazen;1;1;1
hazrat;1;1;1
hazy;3;3;2
hbla;1;1;1
hblr;1;1;0
hbo;2;2;1
hbw;1;1;0
hc;4;4;1
hcardsall;1;1;0
hcardsarticles;2;2;1
hcardsfeatured;1;1;0
hcardswikipedia;1;1;1
hcas;1;1;0
hcl;2;2;1
hcp;1;1;0
hd;12;12;9
hdev;1;1;1
hdi;1;1;0
hdl;5;5;2
hdo;1;1;1
hdpe;1;1;0
hdr;1;1;0
hdtv;1;1;1
head;96;96;39
headache;1;1;1
headaches;2;2;1
headcount;2;2;2
headdress;1;1;0
headed;25;25;9
header;3;3;2
headies;1;1;1
heading;6;6;2
headings;5;5;2
headless;1;1;1
headline;5;5;3
headlined;1;1;1
headlines;1;1;0
headlong;1;1;0
headquarter;2;2;2
headquartered;9;9;5
headquarters;20;20;13
headrick;1;1;0
heads;32;32;15
headspace;1;1;0
headstream;1;1;0
headstrong;1;1;0
headward;1;1;1
headwaters;3;3;0
headway;1;1;0
headword;2;2;1
headwords;1;1;0
heal;3;3;1
healed;1;1;1
healer;1;1;0
healing;11;11;4
healings;1;1;0
heals;1;1;0
health;138;138;55
healthcare;16;16;4
healthful;3;3;0
healthier;8;8;3
healthiest;2;2;1
healthy;39;39;15
heap;1;1;0
heaped;2;2;0
heaps;2;2;2
hear;15;15;4
heard;28;28;14
hearers;2;2;0
hearing;12;12;4
hearings;3;3;1
hearken;1;1;1
hearkening;1;1;0
hearn;1;1;0
hearnshaw;1;1;1
hears;1;1;0
hearst;1;1;1
heart;72;72;25
heartbeat;1;1;0
heartbeats;1;1;0
heartcardiac;1;1;0
heartfelt;1;1;0
hearth;3;3;0
hearths;4;4;1
heartland;4;4;0
heartlands;1;1;1
hearts;7;7;3
heartwood;1;1;0
hearty;3;3;3
heat;103;103;46
heated;41;41;19
heater;1;1;1
heath;6;6;2
heathana;1;1;0
heathcote;1;1;0
heathen;1;1;0
heathenish;1;1;0
heather;12;12;6
heathland;1;1;0
heaths;1;1;1
heating;42;42;16
heaton;1;1;1
heats;11;11;6
heatwave;2;2;1
heave;3;3;1
heaven;7;7;1
heavenly;9;9;2
heavens;5;5;0
heavier;39;39;16
heaviest;11;11;8
heavily;66;66;32
heaving;2;2;0
heavy;109;109;45
heavyweight;1;1;0
heavyweights;1;1;1
hebdo;2;2;0
hebdomada;1;1;1
hebei;1;1;1
heber;2;2;2
hebrew;22;22;6
hebridean;2;2;0
hebrides;5;5;2
hec;7;7;3
hecht;2;2;1
hecker;1;1;0
heckle;1;1;0
heckles;1;1;0
heckling;1;1;0
heckman;1;1;1
hectare;3;3;3
hectares;5;5;3
hector;5;5;0
hectorite;1;1;0
hecv;1;1;1
hed;1;1;1
hedden;1;1;1
hedera;1;1;0
hederelloid;1;1;1
hedge;2;2;0
hedgehog;4;4;2
hedgehogs;1;1;1
hedges;5;5;2
hedin;1;1;0
hedland;1;1;1
hedone;1;1;0
hedstrom;1;1;1
hedwige;1;1;0
hedy;1;1;1
hee;1;1;0
heed;1;1;0
heeded;1;1;1
heeft;1;1;0
heehs;1;1;0
heel;1;1;0
heels;1;1;0
heenan;1;1;0
hefce;2;2;1
heffron;1;1;1
heft;2;2;0
hefty;1;1;1
hegel;2;2;1
hegemony;5;5;2
hegerl;1;1;0
heggarty;1;1;1
hegira;1;1;0
hegumen;1;1;0
heht;1;1;1
heian;1;1;0
heidegger;3;3;0
heidelberg;1;1;0
heidelbergensis;1;1;1
heiden;1;1;1
heidi;5;5;3
height;64;64;22
heighten;1;1;0
heightened;4;4;2
heights;17;17;8
heii;1;1;1
heijden;1;1;0
heijenoort;1;1;0
heijmans;1;1;1
heijne;1;1;1
heike;2;2;0
heiken;2;2;2
heiko;3;3;1
heil;1;1;0
heilagmanoth;1;1;1
heilbron;1;1;0
heilbrunn;2;2;0
heiligenkreuz;1;1;0
heimann;1;1;0
hein;1;1;0
heinemann;2;2;0
heiner;2;2;1
heinhorst;2;2;0
heinle;1;1;1
heinlein;1;1;0
heino;2;2;0
heinous;2;2;1
heinrich;24;24;12
heins;1;1;0
heinz;7;7;5
heir;9;9;2
heiress;1;1;1
heirloom;2;2;0
heirs;3;3;0
heise;1;1;0
heisei;2;2;0
heisenberg;1;1;1
heiser;1;1;0
heist;1;1;1
heit;1;1;0
heitman;2;2;0
heitmann;1;1;0
heitzman;1;1;0
heizkraftwerk;1;1;1
hejaroude;1;1;0
hejaz;1;1;0
hekastote;1;1;1
hel;1;1;1
hela;1;1;0
helaine;1;1;0
held;175;175;66
helden;1;1;0
helen;17;17;6
helena;5;5;3
helenian;1;1;1
helenopolis;1;1;0
helens;1;1;1
helfen;1;1;1
helfenstein;1;1;1
helgemo;1;1;1
heliacal;1;1;0
heliair;1;1;0
heliamphora;1;1;0
helical;4;4;2
helically;1;1;1
helicobacter;2;2;0
helicopter;6;6;2
helicopters;2;2;2
helier;1;1;0
heligoland;1;1;0
heliocentric;9;9;5
heliocentrism;1;1;1
heliolitid;1;1;0
heliopause;2;2;1
helios;3;3;0
helioseismology;2;2;0
heliosheath;1;1;1
heliosphere;3;3;1
heliospheric;2;2;1
heliox;1;1;0
helium;28;28;11
heliumkanalstrahlen;1;1;0
helix;4;4;2
hell;2;2;0
hellas;3;3;1
hellenic;10;10;5
hellenikes;1;1;0
hellenismos;1;1;0
hellenist;1;1;0
hellenistai;1;1;0
hellenistic;23;23;7
hellenization;1;1;0
hellenized;1;1;0
hellfest;1;1;0
hellingwerf;1;1;0
hellish;2;2;0
hellman;1;1;1
hello;2;2;1
hellriegel;2;2;1
hellstrom;1;1;0
helm;3;3;3
helma;1;1;0
helmert;1;1;1
helmet;3;3;0
helmets;2;2;0
helmholtz;4;4;1
helmont;4;4;1
helmstetter;1;1;1
helmut;8;8;4
helmuth;1;1;0
help;300;300;120
helped;71;71;20
helpful;14;14;4
helping;23;23;3
helpless;1;1;0
helplessly;1;1;0
helps;51;51;20
helsinki;7;7;3
helston;1;1;1
helvetic;3;3;0
helvetica;1;1;0
helveticum;1;1;0
helvetii;3;3;0
helvetiis;1;1;0
helwan;1;1;1
helyett;1;1;0
hemangioma;1;1;1
hemangiopericytoma;1;1;0
hemant;1;1;0
hemanta;1;1;1
hematite;9;9;5
hematologic;1;1;0
hematology;2;2;0
hematopoietic;2;2;1
heme;3;3;1
hemerocallidaceae;2;2;2
hemerythrin;1;1;0
hemerythrins;1;1;0
hemiacetal;2;2;0
hemicellulose;5;5;1
hemicellulosic;1;1;1
hemichordate;1;1;0
hemichordates;1;1;0
hemidesmosomes;1;1;0
hemiepiphytes;1;1;1
hemin;1;1;0
hemingway;2;2;1
hemiparasite;1;1;0
hemiparasites;1;1;0
hemiparastic;1;1;0
hemiptera;1;1;0
hemisphere;41;41;14
hemispheres;8;8;4
hemispheric;3;3;0
hemispherical;5;5;0
hemistich;1;1;1
hemistiches;1;1;1
hemlal;1;1;1
hemlock;2;2;1
hemmat;1;1;0
hemmerle;1;1;1
hemochromatosis;1;1;0
hemocoel;1;1;1
hemocyanin;3;3;1
hemodialysis;1;1;0
hemoglobin;7;7;4
hemolysin;1;1;1
hemolytic;1;1;0
hemorrhagic;3;3;1
hemorrhoidal;1;1;1
hemostatic;1;1;0
hemp;7;7;5
hemsleyana;1;1;0
hemu;1;1;1
hen;2;2;2
henceforth;5;5;2
henceforward;1;1;1
henck;1;1;0
henderson;4;4;0
hendley;1;1;1
hendrickson;2;2;0
hendricus;1;1;1
hendrik;7;7;0
hendry;1;1;0
heneage;1;1;0
heneine;1;1;0
heng;2;2;2
hengchang;2;2;0
hengest;1;1;0
hengestesdune;1;1;1
henk;4;4;0
henlopen;1;1;1
hennig;1;1;1
henning;1;1;1
henny;1;1;0
henri;27;27;10
henrican;1;1;1
henrich;2;2;1
henrickson;1;1;0
henrietta;2;2;0
henriette;1;1;0
henrik;4;4;3
henrique;2;2;0
henrotin;1;1;0
henry;103;103;42
henryk;2;2;2
hensel;1;1;0
henselae;2;2;2
henslow;1;1;0
henson;1;1;0
hent;1;1;1
henthorn;1;1;0
henyey;1;1;0
heofonan;1;1;1
hepa;1;1;0
hepatic;6;6;3
hepatica;2;2;1
hepaticae;2;2;1
hepaticophyta;1;1;0
hepatics;1;1;0
hepatis;1;1;1
hepatitis;1;1;1
hepatoblasts;1;1;1
hepatocyte;1;1;1
hepatocytes;1;1;1
hepatology;1;1;1
hepatopancreatic;1;1;1
hepatotoxicity;1;1;0
hephaestean;1;1;0
hephthalites;1;1;0
heptapleurum;1;1;1
heptateuch;1;1;1
heptathela;1;1;1
heptoxide;2;2;2
hepworth;1;1;1
hera;2;2;0
heraclea;1;1;0
heraclitus;1;1;0
heraclius;2;2;1
herald;8;8;3
heralded;4;4;2
heraldic;6;6;2
heralding;2;2;0
heraldry;7;7;4
heraldryhidden;1;1;0
heraldrynational;1;1;0
heraldy;1;1;0
heras;1;1;0
herausbildung;1;1;1
herb;10;10;7
herbacea;1;1;1
herbaceous;15;15;4
herbae;1;1;0
herbal;18;18;5
herbalism;1;1;0
herbalist;1;1;0
herbals;2;2;1
herbaria;1;1;0
herbariis;3;3;2
herbarium;4;4;2
herbermann;1;1;1
herbert;26;26;15
herbicide;2;2;1
herbicides;1;1;0
herbie;1;1;0
herbig;1;1;0
herbistmanoth;1;1;1
herbivore;4;4;2
herbivores;11;11;3
herbivorous;13;13;7
herbivory;3;3;2
herbold;2;2;0
herbs;12;12;6
herbst;2;2;1
hercegovina;1;1;1
herculaneum;4;4;3
hercules;4;4;1
herculis;1;1;0
hercynia;1;1;0
hercynian;3;3;0
herd;4;4;2
herded;1;1;0
herder;1;1;1
herding;2;2;0
herds;3;3;2
herdsmen;1;1;0
hereditary;15;15;5
hereditas;1;1;0
heredity;9;9;2
hereford;1;1;0
herefordshire;1;1;0
herencia;1;1;0
herendeen;1;1;0
herennius;1;1;1
hererelated;601;601;239
heresy;2;2;1
heretic;1;1;1
heretical;1;1;0
heretofore;1;1;0
hereward;2;2;1
herford;1;1;0
hericium;1;1;0
heritable;6;6;2
heritage;81;81;39
heritages;2;2;0
herleitung;1;1;0
herluf;1;1;0
herma;1;1;0
herman;12;12;1
hermann;20;20;7
hermannstadt;1;1;0
hermansen;1;1;1
